"","id","Genus","Species","Species2","CommonName","Family","Primary.Habitat","State","spp","autoctr","Speccode","StockCode","MaturityRefNo","Sex","AgeMatMin","AgeMatMin2","AgeMatRef","tm","Number","r2","SE_tm","SD_tm","LCL_tm","UCL_tm","LengthMatMin","LengthMatMin2","Type1","LengthMatRef","Lm","SE_Lm","SD_Lm","LCL_Lm","UCL_Lm","Locality","C_Code","E_CODE","Comment","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"194",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",5961,1450,1643,59043,"female",4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not specified",NA,NA,NA,1790,"2007-12-07T00:12:08.000Z",NA,"2007-12-07T00:12:08.000Z",NA,NA,NA
"195",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",5960,1450,1643,59043,"male",3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not specified",NA,NA,NA,1790,"2007-12-07T00:11:48.000Z",NA,"2007-12-07T00:11:48.000Z",NA,NA,NA
"196",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",7692,1450,1643,88006,"Female",2,5,88006,2.5,187,NA,NA,NA,NA,NA,27.6,NA,"FL",88006,33.5,NA,NA,NA,NA,"Lake Gariep, (30°38'S; 25°46'E), Orange River, 2006-2008","710",67,"Age based on validation or corroboration of growth zone deposition rates. 58% of females at age 2 yrs were mature; 96% of age 5 yrs were mature; age 1 females were not mature.",3,"2012-01-27T00:00:00.000Z",NA,"2012-01-27T00:00:00.000Z",NA,NA,NA
"197",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",7687,1450,1643,88006,"Female",2,NA,89162,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",89162,42,NA,NA,NA,NA,"Lake Naivasha","404",NA,"Age based on validation or corroboration of growth zone deposition rates.",3,"2012-01-27T00:00:00.000Z",NA,"2012-01-27T00:00:00.000Z",NA,NA,NA
"198",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",7690,1450,1643,88006,"Female",5,NA,89157,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",89157,34.7,NA,NA,NA,NA,"Danube","703",40,NA,3,"2012-01-27T00:00:00.000Z",NA,"2012-01-27T00:00:00.000Z",NA,NA,NA
"199",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",7694,1450,1643,88006,"Female",2,3,89160,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",89160,40.3,NA,NA,NA,NA,"Hartbeespoort Dam","710",NA,"Age based on validation or corroboration of growth zone deposition rates; ageing was done with vertebrae.",3,"2012-01-27T00:00:00.000Z",NA,"2012-01-27T00:00:00.000Z",NA,NA,NA
"200",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",7689,1450,1643,88006,"Male",3,NA,89157,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",89157,31.6,NA,NA,NA,NA,"Danube","703",40,NA,3,"2012-01-27T00:00:00.000Z",NA,"2012-01-27T00:00:00.000Z",NA,NA,NA
"201",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",7693,1450,1643,88006,"Male",2,3,89160,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",NA,NA,NA,NA,NA,NA,"Hartbeespoort Dam","710",NA,"Age based on validation or corroboration of growth zone deposition rates; ageing was done with vertebrae.",3,"2012-01-27T00:00:00.000Z",NA,"2012-01-27T00:00:00.000Z",NA,NA,NA
"202",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",7691,1450,1643,88006,"Male",2,3,88006,2,136,NA,NA,NA,NA,NA,25.8,NA,"FL",88006,29.6,NA,NA,NA,NA,"Lake Gariep, (30°38'S; 25°46'E), Orange River, 2006-2008","710",67,"Age based on validation or corroboration of growth zone deposition rates. 75% of males at age 2 yrs were mature; 96% of age 3 yrs were mature; age 1 males were not mature.",3,"2012-01-27T00:00:00.000Z",NA,"2012-01-27T00:00:00.000Z",NA,NA,NA
"203",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",7686,1450,1643,88006,"Male",1,NA,89162,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",89162,34,NA,NA,NA,NA,"Lake Naivasha","404",NA,"Age based on validation or corroboration of growth zone deposition rates.",3,"2012-01-27T00:00:00.000Z",NA,"2012-01-27T00:00:00.000Z",NA,NA,NA
"204",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",7688,1450,1643,88006,"Mixed",2,3,89163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waikato region","554",NA,"Koi",3,"2012-01-27T00:00:00.000Z",NA,"2012-01-27T00:00:00.000Z",NA,NA,NA
"205",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",8497,1450,1643,96089,"female",1,11,96089,4,NA,NA,NA,NA,NA,NA,NA,NA,"FL",NA,33.76,NA,NA,NA,NA,"Bayramiç Reservoir","792",NA,"Body weight of 650-700 g (Ref. 96089).",393,"2014-06-03T00:00:00.000Z",NA,"2014-06-03T00:00:00.000Z",NA,NA,NA
"206",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",8496,1450,1643,96089,"male",1,11,96089,3,NA,NA,NA,NA,NA,NA,NA,NA,"FL",NA,28.33,NA,NA,NA,NA,"Bayramiç Reservoir","792",NA,"Body weight of 550-600 g (Ref. 96089).",393,"2014-06-03T00:00:00.000Z",NA,"2014-06-03T00:00:00.000Z",NA,NA,NA
"207",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",3890,1450,5601,41851,"female",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schleswig-Holstein","276",NA,NA,1,"2002-07-19T00:00:00.000Z",NA,"2002-07-19T00:00:00.000Z",NA,NA,NA
"208",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",3889,1450,5601,41851,"male",3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schleswig-Holstein","276",NA,NA,1,"2002-07-19T00:00:00.000Z",NA,"2002-07-19T00:00:00.000Z",NA,NA,NA
"209",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",3658,1450,6047,41072,"female",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,36,NA,NA,NA,NA,NA,NA,NA,"not specified.","496",NA,"Weight of mature fish is 1 kg.",309,"2002-01-23T00:00:00.000Z",10,"2013-09-06T00:00:00.000Z",NA,NA,NA
"210",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",3659,1450,6047,41072,"male",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,28,NA,NA,NA,NA,NA,NA,NA,"not specified.","496",NA,NA,309,"2002-01-23T00:00:00.000Z",10,"2013-09-06T00:00:00.000Z",NA,NA,NA
"211",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",7682,1450,1643,88006,"Male",2,3,89158,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",89158,30.7,NA,NA,NA,NA,"Barmah Forest","036",NA,"Age based on validation or corroboration of growth zone deposition rates.",3,"2012-01-27T00:00:00.000Z",NA,"2012-01-27T00:00:00.000Z",NA,NA,NA
"212",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",7685,1450,1643,88006,"Male",2,3,89159,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",89159,28.7,NA,NA,NA,NA,"Campaspe","036",NA,"Age based on validation or corroboration of growth zone deposition rates.",3,"2012-01-27T00:00:00.000Z",NA,"2012-01-27T00:00:00.000Z",NA,NA,NA
"213",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",1542,1450,1643,6390,"male",2,4,6390,NA,NA,NA,NA,NA,NA,NA,20,NA,"NG",6390,NA,NA,NA,NA,NA,"not stated","036",NA,NA,2,"1999-06-10T00:00:00.000Z",NA,"1999-06-10T00:00:00.000Z",NA,NA,NA
"214",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",1543,1450,1643,7029,"unsexed",NA,NA,7029,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongjiang River, Guangdon, 1981-82","156",NA,NA,3,"1994-06-01T00:00:00.000Z",NA,"1994-06-01T00:00:00.000Z",NA,NA,NA
"215",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",4607,1450,1643,52191,"mixed",NA,NA,52210,3,NA,NA,NA,NA,NA,NA,NA,NA,"TL",52210,25.1,NA,NA,NA,NA,"Camargue","250",NA,NA,3,"2004-11-21T00:00:00.000Z",NA,"2004-11-21T00:00:00.000Z",NA,NA,NA
"216",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",4608,1450,1643,52191,"mixed",NA,NA,52211,2,NA,NA,NA,NA,NA,NA,NA,NA,"TL",52211,19.4,NA,NA,NA,NA,"Guadalquivir River, Southwest region","724",NA,NA,3,"2004-11-21T00:00:00.000Z",NA,"2004-11-21T00:00:00.000Z",NA,NA,NA
"217",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",1534,1450,1643,142,"unsexed",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Israel","376",NA,NA,22,"1992-03-16T00:00:00.000Z",NA,"1994-10-01T00:00:00.000Z",NA,NA,NA
"218",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",1535,1450,1643,142,"unsexed",0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,30,38,NA,NA,NA,NA,NA,NA,NA,"Japan","392",NA,NA,22,"1992-03-16T00:00:00.000Z",NA,"1994-09-30T00:00:00.000Z",NA,NA,NA
"219",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",1536,1450,1643,142,"unsexed",1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malaysia","458",NA,NA,22,"1992-03-16T00:00:00.000Z",NA,"1994-10-01T00:00:00.000Z",NA,NA,NA
"220",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",1537,1450,1643,142,"unsexed",1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thailand","764",NA,NA,22,"1992-03-16T00:00:00.000Z",NA,"1994-10-01T00:00:00.000Z",NA,NA,NA
"221",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",1538,1450,1643,142,"unsexed",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USSR","810",NA,NA,22,"1992-03-16T00:00:00.000Z",NA,"1994-10-01T00:00:00.000Z",NA,NA,NA
"222",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",5712,1450,1643,2825,"female",1,2,2825,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dal Lake, Kashmir Valley","356",NA,NA,2,"2007-05-08T00:00:00.000Z",NA,"2007-05-08T00:00:00.000Z",NA,NA,NA
"223",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",5711,1450,1643,2825,"male",1,2,2825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dal Lake, Kashmir Valley","356",NA,NA,2,"2007-05-08T00:00:00.000Z",NA,"2007-05-08T00:00:00.000Z",NA,NA,NA
"224",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",1539,1450,1643,3916,"female",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not stated, tropical climate",NA,NA,NA,21,"1992-06-26T00:00:00.000Z",NA,"1998-07-25T00:00:00.000Z",NA,NA,NA
"225",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",1529,1450,1643,142,"unsexed",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,46,NA,NA,NA,NA,NA,NA,NA,"(hills)","356",NA,NA,22,"1992-03-16T00:00:00.000Z",NA,"1994-09-29T00:00:00.000Z",NA,NA,NA
"226",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",1530,1450,1643,142,"unsexed",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,20,NA,NA,NA,NA,NA,NA,NA,"(plains)","356",NA,NA,22,"1992-03-16T00:00:00.000Z",NA,"1994-09-29T00:00:00.000Z",NA,NA,NA
"227",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",1531,1450,1643,142,"unsexed",1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(south)","840",NA,NA,22,"1992-03-16T00:00:00.000Z",NA,"1994-09-29T00:00:00.000Z",NA,NA,NA
"228",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",1532,1450,1643,142,"unsexed",3,4,NA,NA,NA,NA,NA,NA,NA,NA,40,45,NA,NA,NA,NA,NA,NA,NA,"Europe",NA,NA,NA,22,"1992-03-16T00:00:00.000Z",NA,"1994-09-29T00:00:00.000Z",NA,NA,NA
"229",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",1533,1450,1643,142,"unsexed",1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,30,40,NA,NA,NA,NA,NA,NA,NA,"Indonesia","360",NA,NA,22,"1992-03-16T00:00:00.000Z",NA,"1994-09-30T00:00:00.000Z",NA,NA,NA
"230",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",1540,1450,1643,3916,"male",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not stated, tropical climate",NA,NA,NA,21,"1992-06-26T00:00:00.000Z",NA,"1998-07-25T00:00:00.000Z",NA,NA,NA
"231",81,"Cyprinus","carpio","carpio","Common Carp","Cyprinidae","Freshwater","Mississippi","Cyprinus carpio",1541,1450,1643,6390,"female",3,5,6390,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,6390,NA,NA,NA,NA,NA,"not stated","036",NA,NA,2,"1999-06-10T00:00:00.000Z",NA,"1999-06-10T00:00:00.000Z",NA,NA,NA
"232",82,"Ericymba","amplamala","amplamala","Longjaw Minnow","Cyprinidae","Freshwater","Mississippi","Ericymba amplamala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",83,"Hybognathus","hayi","hayi","Cypress Minnow","Cyprinidae","Freshwater","Mississippi","Hybognathus hayi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",84,"Hybognathus","nuchalis","nuchalis","Mississippi Silvery Minnow","Cyprinidae","Freshwater","Mississippi","Hybognathus nuchalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",85,"Hybopsis","amblops","amblops","Bigeye Chub","Cyprinidae","Freshwater","Mississippi","Hybopsis amblops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",86,"Hybopsis","amnis","amnis","Pallid Shiner","Cyprinidae","Freshwater","Mississippi","Hybopsis amnis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",87,"Hybopsis","rafinesquei","rafinesquei",NA,"Cyprinidae","Freshwater","Mississippi","Hybopsis rafinesquei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",88,"Hybopsis","winchelli","winchelli","Clear Chub","Cyprinidae","Freshwater","Mississippi","Hybopsis winchelli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",89,"Hypophthalmichthys","molitrix","molitrix","Silver Carp","Cyprinidae","Freshwater","Mississippi","Hypophthalmichthys molitrix",3305,274,288,37797,"unsexed",2,3,37797,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SL",37797,40,NA,NA,NA,NA,"Zhujiang River = Pearl River","156",NA,"Weight at maturity: 1500 g.",1,"2001-04-18T00:00:00.000Z",NA,"2001-04-18T00:00:00.000Z",NA,NA,NA
"240",89,"Hypophthalmichthys","molitrix","molitrix","Silver Carp","Cyprinidae","Freshwater","Mississippi","Hypophthalmichthys molitrix",6087,274,288,59043,"unsexed",5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not specified",NA,NA,NA,1790,"2008-01-07T21:19:02.000Z",NA,"2008-01-07T21:19:02.000Z",NA,NA,NA
"241",89,"Hypophthalmichthys","molitrix","molitrix","Silver Carp","Cyprinidae","Freshwater","Mississippi","Hypophthalmichthys molitrix",3304,274,288,37797,"unsexed",3,4,37797,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SL",37797,60,NA,NA,NA,NA,"Changjiang River = Yangtze River.","156",NA,"Weight at maturity: 3.5 kg.",1,"2001-04-18T00:00:00.000Z",NA,"2001-04-18T00:00:00.000Z",NA,NA,NA
"242",89,"Hypophthalmichthys","molitrix","molitrix","Silver Carp","Cyprinidae","Freshwater","Mississippi","Hypophthalmichthys molitrix",3306,274,288,37797,"unsexed",4,6,37797,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SL",37797,55,NA,NA,NA,NA,"Heilohjiang River = Amur River","156",NA,"Weight at maturity: 3000 g.",1,"2001-04-18T00:00:00.000Z",NA,"2001-04-18T00:00:00.000Z",NA,NA,NA
"243",90,"Hypophthalmichthys","nobilis","nobilis","Bighead Carp","Cyprinidae","Freshwater","Mississippi","Hypophthalmichthys nobilis",3307,275,289,37797,"unsexed",3,4,37797,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SL",37797,50,NA,NA,NA,NA,"Zhujiang River = Pearl River","156",NA,NA,1,"2001-04-18T00:00:00.000Z",NA,"2001-04-18T00:00:00.000Z",NA,NA,NA
"244",90,"Hypophthalmichthys","nobilis","nobilis","Bighead Carp","Cyprinidae","Freshwater","Mississippi","Hypophthalmichthys nobilis",6088,275,289,59043,"unsexed",5,6,NA,NA,NA,NA,NA,NA,NA,NA,55,70,"SL",NA,NA,NA,NA,NA,NA,"not specified",NA,NA,"Spawns for the first time at 5-10 kg. Spawns earlier and at smaller size in subtropical areas.",1790,"2008-01-07T21:38:14.000Z",10,"2010-05-27T00:00:00.000Z",NA,NA,NA
"245",90,"Hypophthalmichthys","nobilis","nobilis","Bighead Carp","Cyprinidae","Freshwater","Mississippi","Hypophthalmichthys nobilis",3302,275,289,37797,"unsexed",4,5,37797,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SL",37797,80,NA,NA,NA,NA,"Changjiang = Yangtze","156",NA,"Weight at maturity: 10 kg.",1,"2001-04-18T00:00:00.000Z",NA,"2001-04-18T00:00:00.000Z",NA,NA,NA
"246",91,"Luxilus","chrysocephalus","chrysocephalus","Striped Shiner","Cyprinidae","Freshwater","Mississippi","Luxilus chrysocephalus",5816,2849,3045,52559,"female",NA,NA,54724,2,NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,6.7,NA,NA,NA,NA,"Virginia","840",NA,NA,2,"2007-08-14T00:00:00.000Z",NA,"2007-08-14T00:00:00.000Z",NA,NA,NA
"247",92,"Lythrurus","ardens","ardens","Rosefin Shiner","Cyprinidae","Freshwater","Mississippi","Lythrurus ardens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",93,"Lythrurus","bellus","bellus","Pretty Shiner","Cyprinidae","Freshwater","Mississippi","Lythrurus bellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",94,"Lythrurus","fasciolaris","fasciolaris","Scarlet Shiner","Cyprinidae","Freshwater","Mississippi","Lythrurus fasciolaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",95,"Lythrurus","fumeus","fumeus","Ribbon Shiner","Cyprinidae","Freshwater","Mississippi","Lythrurus fumeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",96,"Lythrurus","roseipinnis","roseipinnis","Cherryfin Shiner","Cyprinidae","Freshwater","Mississippi","Lythrurus roseipinnis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",97,"Lythrurus","umbratilis","umbratilis","Redfin Shiner","Cyprinidae","Freshwater","Mississippi","Lythrurus umbratilis",5818,2910,3106,52559,"unsexed",NA,NA,58620,1,NA,NA,NA,NA,NA,NA,NA,NA,"SL",58620,3,NA,NA,NA,NA,"Mississippi","840",NA,NA,2,"2007-08-14T00:00:00.000Z",NA,"2007-08-14T00:00:00.000Z",NA,NA,NA
"253",98,"Macrhybopsis","aestivalis","aestivalis","Speckled Chub","Cyprinidae","Freshwater","Mississippi","Macrhybopsis aestivalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",99,"Macrhybopsis","aestivalis hyostoma*","hyostoma","Shoal Chub","Cyprinidae","Freshwater","Mississippi","Macrhybopsis hyostoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",100,"Macrhybopsis","aestivalis*","aestivalis","Speckled Chub","Cyprinidae","Freshwater","Mississippi","Macrhybopsis aestivalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",101,"Macrhybopsis","boschungi","boschungi","Mobile Chub","Cyprinidae","Freshwater","Mississippi","Macrhybopsis boschungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",102,"Macrhybopsis","hyostoma","hyostoma","Shoal Chub","Cyprinidae","Freshwater","Mississippi","Macrhybopsis hyostoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",103,"Macrhybopsis","meeki","meeki","Sicklefin Chub","Cyprinidae","Freshwater","Mississippi","Macrhybopsis meeki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",104,"Macrhybopsis","storeriana","storeriana","Silver Chub","Cyprinidae","Freshwater","Mississippi","Macrhybopsis storeriana",5819,2792,2988,52559,"unsexed",NA,NA,58533,2,NA,NA,NA,NA,NA,NA,NA,NA,"SL",58533,13.2,NA,NA,NA,NA,"to be filled","124",NA,NA,2,"2007-08-14T00:00:00.000Z",NA,"2007-08-14T00:00:00.000Z",NA,NA,NA
"260",105,"Macrhybopsis","tomellerii","tomellerii","Gulf Chub","Cyprinidae","Freshwater","Mississippi","Macrhybopsis tomellerii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",106,"Nocomis","biguttatus","biguttatus","Hornyhead Chub","Cyprinidae","Freshwater","Mississippi","Nocomis biguttatus",5824,2807,3003,52559,"unsexed",NA,NA,58584,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Great Lakes","124",NA,NA,2,"2007-08-23T00:00:00.000Z",NA,"2007-08-23T00:00:00.000Z",NA,NA,NA
"262",107,"Nocomis","leptocephalus","leptocephalus","Bluehead Chub","Cyprinidae","Freshwater","Mississippi","Nocomis leptocephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
